start_time,end_time,duration,duration_mins,rental_place,return_place,start_lat,start_long,end_lat,end_long,trip_duration_minutes,year,month,hour,weekday,is_peak_hour,is_weekend
2018-01-15 09:57:00+00:00,2018-01-15 10:04:00+00:00,438,7.3,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,7,2018,1,9,Monday,1,0
2018-01-15 10:41:00+00:00,2018-01-15 10:49:00+00:00,443,7.38,OLD STIRLING BRIDGE,CAUSEWAYHEAD ROUNDABOUT,56.12954,-3.93506,56.13829,-3.92392,8,2018,1,10,Monday,0,0
2018-01-15 10:41:00+00:00,2018-01-15 10:58:00+00:00,1000,16.67,RAPLOCH COMMUNITY CAMPUS,STIRLING COUNCIL OLD VIEWFORTH,56.1298,-3.94921,56.11312,-3.93639,17,2018,1,10,Monday,0,0
2018-01-15 10:45:00+00:00,2018-01-15 10:53:00+00:00,476,7.93,TEITH HOUSE,STIRLING COUNCIL OLD VIEWFORTH,56.11289,-3.92586,56.11312,-3.93639,8,2018,1,10,Monday,0,0
2018-01-15 11:33:00+00:00,2018-01-15 11:44:00+00:00,679,11.32,BORESTONE ROUNDABOUT,TRAIN STATION,56.10034,-3.93702,56.11945,-3.93537,11,2018,1,11,Monday,0,0
2018-01-15 12:30:00+00:00,2018-01-15 12:46:00+00:00,992,16.53,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,16,2018,1,12,Monday,0,0
2018-01-15 12:52:00+00:00,2018-01-15 13:02:00+00:00,599,9.98,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,10,2018,1,12,Monday,0,0
2018-01-15 13:03:00+00:00,2018-01-15 13:14:00+00:00,631,10.52,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,11,2018,1,13,Monday,0,0
2018-01-15 13:10:00+00:00,2018-01-15 13:17:00+00:00,427,7.12,TRAIN STATION,RAPLOCH COMMUNITY CAMPUS,56.11945,-3.93537,56.1298,-3.94921,7,2018,1,13,Monday,0,0
2018-01-15 13:46:00+00:00,2018-01-15 13:49:00+00:00,183,3.05,RAPLOCH COMMUNITY CAMPUS,CASTLE BUSINESS PARK / LOMOND COURT,56.1298,-3.94921,56.1282,-3.96029,3,2018,1,13,Monday,0,0
2018-01-15 14:09:00+00:00,2018-01-15 14:26:00+00:00,989,16.48,TRAIN STATION,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14917,-3.92151,17,2018,1,14,Monday,0,0
2018-01-15 14:16:00+00:00,2018-01-15 14:29:00+00:00,784,13.07,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,13,2018,1,14,Monday,0,0
2018-01-15 14:21:00+00:00,2018-01-15 14:44:00+00:00,1379,22.98,BANNOCKBURN TOWN CENTRE,TRAIN STATION,56.09013,-3.91239,56.11945,-3.93537,23,2018,1,14,Monday,0,0
2018-01-15 14:31:00+00:00,2018-01-15 14:42:00+00:00,633,10.55,THE BACK WALK,CASTLEVIEW PARK & RIDE,56.11781,-3.93948,56.13104,-3.96703,11,2018,1,14,Monday,0,0
2018-01-15 14:32:00+00:00,2018-01-15 14:41:00+00:00,513,8.55,CAUSEWAYHEAD ROUNDABOUT,OLD STIRLING BRIDGE,56.13829,-3.92392,56.12954,-3.93506,9,2018,1,14,Monday,0,0
2018-01-15 14:37:00+00:00,2018-01-15 14:57:00+00:00,1159,19.32,CASTLE BUSINESS PARK / LOMOND COURT,COMMUNITY HOSPITAL,56.1282,-3.96029,56.10701,-3.93676,20,2018,1,14,Monday,0,0
2018-01-15 14:38:00+00:00,2018-01-15 14:47:00+00:00,530,8.83,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,9,2018,1,14,Monday,0,0
2018-01-15 14:54:00+00:00,2018-01-15 15:12:00+00:00,1054,17.57,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",MURRAY PLACE,56.14397,-3.92084,56.11901,-3.93656,18,2018,1,14,Monday,0,0
2018-01-15 15:46:00+00:00,2018-01-15 15:50:00+00:00,252,4.2,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING","ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14917,-3.92151,56.14893,-3.9066,4,2018,1,15,Monday,0,0
2018-01-15 15:49:00+00:00,2018-01-15 15:59:00+00:00,622,10.37,TRAIN STATION,RAPLOCH COMMUNITY CAMPUS,56.11945,-3.93537,56.1298,-3.94921,10,2018,1,15,Monday,0,0
2018-01-15 16:09:00+00:00,2018-01-15 16:20:00+00:00,697,11.62,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,11,2018,1,16,Monday,1,0
2018-01-15 16:33:00+00:00,2018-01-15 16:42:00+00:00,486,8.1,FORTH VALLEY COLLEGE,TRAIN STATION,56.133,-3.96113,56.11945,-3.93537,9,2018,1,16,Monday,1,0
2018-01-15 16:45:00+00:00,2018-01-15 16:48:00+00:00,173,2.88,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,3,2018,1,16,Monday,1,0
2018-01-15 17:04:00+00:00,2018-01-15 17:07:00+00:00,227,3.78,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,3,2018,1,17,Monday,1,0
2018-01-15 17:12:00+00:00,2018-01-15 17:24:00+00:00,737,12.28,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,12,2018,1,17,Monday,1,0
2018-01-15 17:13:00+00:00,2018-01-15 17:30:00+00:00,1052,17.53,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,17,2018,1,17,Monday,1,0
2018-01-15 17:20:00+00:00,2018-01-15 17:25:00+00:00,316,5.27,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",CAUSEWAYHEAD ROUNDABOUT,56.14397,-3.92084,56.13829,-3.92392,5,2018,1,17,Monday,1,0
2018-01-15 17:26:00+00:00,2018-01-15 17:41:00+00:00,896,14.93,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14893,-3.9066,56.15297,-3.94723,15,2018,1,17,Monday,1,0
2018-01-15 17:41:00+00:00,2018-01-15 17:55:00+00:00,882,14.7,TRAIN STATION,BORESTONE ROUNDABOUT,56.11945,-3.93537,56.10034,-3.93702,14,2018,1,17,Monday,1,0
2018-01-15 17:45:00+00:00,2018-01-15 17:52:00+00:00,401,6.68,THE BACK WALK,OLD STIRLING BRIDGE,56.11781,-3.93948,56.12954,-3.93506,7,2018,1,17,Monday,1,0
2018-01-15 17:54:00+00:00,2018-01-15 17:55:00+00:00,70,1.17,BRIDGE OF ALLAN,BRIDGE OF ALLAN,56.15297,-3.94723,56.15297,-3.94723,1,2018,1,17,Monday,1,0
2018-01-15 17:55:00+00:00,2018-01-15 18:05:00+00:00,630,10.5,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,10,2018,1,17,Monday,1,0
2018-01-15 17:56:00+00:00,2018-01-15 18:09:00+00:00,824,13.73,BRIDGE OF ALLAN,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14893,-3.9066,13,2018,1,17,Monday,1,0
2018-01-15 18:01:00+00:00,2018-01-15 18:10:00+00:00,513,8.55,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,9,2018,1,18,Monday,1,0
2018-01-15 18:25:00+00:00,2018-01-15 18:38:00+00:00,782,13.03,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,13,2018,1,18,Monday,1,0
2018-01-15 19:27:00+00:00,2018-01-15 19:34:00+00:00,448,7.47,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,7,2018,1,19,Monday,0,0
2018-01-15 20:10:00+00:00,2018-01-15 20:16:00+00:00,378,6.3,CAUSEWAYHEAD ROUNDABOUT,OLD STIRLING BRIDGE,56.13829,-3.92392,56.12954,-3.93506,6,2018,1,20,Monday,0,0
2018-01-15 21:54:00+00:00,2018-01-15 22:08:00+00:00,837,13.95,CAUSEWAYHEAD ROUNDABOUT,PORT STREET,56.13829,-3.92392,56.11538,-3.93741,14,2018,1,21,Monday,0,0
2018-01-15 22:01:00+00:00,2018-01-15 22:24:00+00:00,1375,22.92,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",PORT STREET,56.14893,-3.9066,56.11538,-3.93741,23,2018,1,22,Monday,0,0
2018-01-15 22:01:00+00:00,2018-01-15 22:23:00+00:00,1339,22.32,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",PORT STREET,56.14893,-3.9066,56.11538,-3.93741,22,2018,1,22,Monday,0,0
2018-01-15 23:00:00+00:00,2018-01-15 23:24:00+00:00,1423,23.72,PORT STREET,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11538,-3.93741,56.14893,-3.9066,24,2018,1,23,Monday,0,0
2018-01-15 23:00:00+00:00,2018-01-15 23:24:00+00:00,1422,23.7,PORT STREET,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11538,-3.93741,56.14893,-3.9066,24,2018,1,23,Monday,0,0
2018-01-16 01:50:00+00:00,2018-01-16 02:00:00+00:00,591,9.85,TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.11945,-3.93537,56.13829,-3.92392,10,2018,1,1,Tuesday,0,0
2018-01-16 03:48:00+00:00,2018-01-16 03:56:00+00:00,443,7.38,OLD STIRLING BRIDGE,CAUSEWAYHEAD ROUNDABOUT,56.12954,-3.93506,56.13829,-3.92392,8,2018,1,3,Tuesday,0,0
2018-01-16 08:38:00+00:00,2018-01-16 08:48:00+00:00,626,10.43,BORESTONE ROUNDABOUT,TRAIN STATION,56.10034,-3.93702,56.11945,-3.93537,10,2018,1,8,Tuesday,1,0
2018-01-16 08:47:00+00:00,2018-01-16 08:59:00+00:00,726,12.1,THE BACK WALK,CASTLE BUSINESS PARK / LOMOND COURT,56.11781,-3.93948,56.1282,-3.96029,12,2018,1,8,Tuesday,1,0
2018-01-16 09:00:00+00:00,2018-01-16 09:15:00+00:00,916,15.27,PORT STREET,CASTLE BUSINESS PARK / LOMOND COURT,56.11538,-3.93741,56.1282,-3.96029,15,2018,1,9,Tuesday,1,0
2018-01-16 09:02:00+00:00,2018-01-16 09:26:00+00:00,1439,23.98,TRAIN STATION,TRAIN STATION,56.11945,-3.93537,56.11945,-3.93537,24,2018,1,9,Tuesday,1,0
2018-01-16 09:15:00+00:00,2018-01-16 09:24:00+00:00,530,8.83,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,9,2018,1,9,Tuesday,1,0
2018-01-16 09:53:00+00:00,2018-01-16 10:03:00+00:00,601,10.02,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,10,2018,1,9,Tuesday,1,0
2018-01-16 11:27:00+00:00,2018-01-16 11:39:00+00:00,729,12.15,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14917,-3.92151,56.12954,-3.93506,12,2018,1,11,Tuesday,0,0
2018-01-16 12:01:00+00:00,2018-01-16 12:37:00+00:00,2175,36.25,CASTLE BUSINESS PARK / LOMOND COURT,CASTLE BUSINESS PARK / LOMOND COURT,56.1282,-3.96029,56.1282,-3.96029,36,2018,1,12,Tuesday,0,0
2018-01-16 12:12:00+00:00,2018-01-16 12:32:00+00:00,1240,20.67,OLD STIRLING BRIDGE,OLD STIRLING BRIDGE,56.12954,-3.93506,56.12954,-3.93506,20,2018,1,12,Tuesday,0,0
2018-01-16 12:15:00+00:00,2018-01-16 12:33:00+00:00,1055,17.58,THE BACK WALK,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.11781,-3.93948,56.14397,-3.92084,18,2018,1,12,Tuesday,0,0
2018-01-16 12:15:00+00:00,2018-01-16 12:33:00+00:00,1032,17.2,THE BACK WALK,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.11781,-3.93948,56.14397,-3.92084,18,2018,1,12,Tuesday,0,0
2018-01-16 13:46:00+00:00,2018-01-16 13:59:00+00:00,759,12.65,OLD STIRLING BRIDGE,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14917,-3.92151,13,2018,1,13,Tuesday,0,0
2018-01-16 14:41:00+00:00,2018-01-16 14:50:00+00:00,523,8.72,THE BACK WALK,CASTLEVIEW PARK & RIDE,56.11781,-3.93948,56.13104,-3.96703,9,2018,1,14,Tuesday,0,0
2018-01-16 15:06:00+00:00,2018-01-16 15:19:00+00:00,777,12.95,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14917,-3.92151,56.15297,-3.94723,13,2018,1,15,Tuesday,0,0
2018-01-16 15:50:00+00:00,2018-01-16 15:53:00+00:00,187,3.12,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING","COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.14397,-3.92084,56.14397,-3.92084,3,2018,1,15,Tuesday,0,0
2018-01-16 15:51:00+00:00,2018-01-16 15:53:00+00:00,167,2.78,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING","COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.14397,-3.92084,56.14397,-3.92084,2,2018,1,15,Tuesday,0,0
2018-01-16 16:15:00+00:00,2018-01-16 16:45:00+00:00,1768,29.47,BRIDGE OF ALLAN,MURRAY PLACE,56.15297,-3.94723,56.11901,-3.93656,30,2018,1,16,Tuesday,1,0
2018-01-16 16:16:00+00:00,2018-01-16 16:45:00+00:00,1748,29.13,BRIDGE OF ALLAN,MURRAY PLACE,56.15297,-3.94723,56.11901,-3.93656,29,2018,1,16,Tuesday,1,0
2018-01-16 16:35:00+00:00,2018-01-16 16:45:00+00:00,594,9.9,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,10,2018,1,16,Tuesday,1,0
2018-01-16 16:39:00+00:00,2018-01-16 16:49:00+00:00,611,10.18,FORTH VALLEY COLLEGE,TRAIN STATION,56.133,-3.96113,56.11945,-3.93537,10,2018,1,16,Tuesday,1,0
2018-01-16 16:42:00+00:00,2018-01-16 16:47:00+00:00,297,4.95,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,5,2018,1,16,Tuesday,1,0
2018-01-16 16:44:00+00:00,2018-01-16 16:56:00+00:00,715,11.92,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,12,2018,1,16,Tuesday,1,0
2018-01-16 16:48:00+00:00,2018-01-16 17:02:00+00:00,840,14,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,14,2018,1,16,Tuesday,1,0
2018-01-16 17:09:00+00:00,2018-01-16 17:25:00+00:00,946,15.77,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,16,2018,1,17,Tuesday,1,0
2018-01-16 17:40:00+00:00,2018-01-16 17:56:00+00:00,942,15.7,RAPLOCH COMMUNITY CAMPUS,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14917,-3.92151,16,2018,1,17,Tuesday,1,0
2018-01-16 17:46:00+00:00,2018-01-16 18:01:00+00:00,931,15.52,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,15,2018,1,17,Tuesday,1,0
2018-01-16 18:27:00+00:00,2018-01-16 18:41:00+00:00,817,13.62,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,14,2018,1,18,Tuesday,1,0
2018-01-16 18:34:00+00:00,2018-01-16 18:45:00+00:00,683,11.38,BRIDGE OF ALLAN TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.15685,-3.95705,56.13829,-3.92392,11,2018,1,18,Tuesday,1,0
2018-01-16 21:45:00+00:00,2018-01-16 21:54:00+00:00,567,9.45,CAUSEWAYHEAD ROUNDABOUT,CAUSEWAYHEAD ROUNDABOUT,56.13829,-3.92392,56.13829,-3.92392,9,2018,1,21,Tuesday,0,0
2018-01-16 21:46:00+00:00,2018-01-16 22:23:00+00:00,2268,37.8,CAUSEWAYHEAD ROUNDABOUT,CAUSEWAYHEAD ROUNDABOUT,56.13829,-3.92392,56.13829,-3.92392,37,2018,1,21,Tuesday,0,0
2018-01-16 21:47:00+00:00,2018-01-16 22:25:00+00:00,2244,37.4,CAUSEWAYHEAD ROUNDABOUT,CAUSEWAYHEAD ROUNDABOUT,56.13829,-3.92392,56.13829,-3.92392,38,2018,1,21,Tuesday,0,0
2018-01-17 07:53:00+00:00,2018-01-17 08:07:00+00:00,815,13.58,CAUSEWAYHEAD ROUNDABOUT,TRAIN STATION,56.13829,-3.92392,56.11945,-3.93537,14,2018,1,7,Wednesday,1,0
2018-01-17 08:28:00+00:00,2018-01-17 08:45:00+00:00,1004,16.73,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,17,2018,1,8,Wednesday,1,0
2018-01-17 08:29:00+00:00,2018-01-17 08:42:00+00:00,749,12.48,RAPLOCH COMMUNITY CAMPUS,CAUSEWAYHEAD ROUNDABOUT,56.1298,-3.94921,56.13829,-3.92392,13,2018,1,8,Wednesday,1,0
2018-01-17 08:43:00+00:00,2018-01-17 09:04:00+00:00,1250,20.83,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,21,2018,1,8,Wednesday,1,0
2018-01-17 09:06:00+00:00,2018-01-17 09:18:00+00:00,711,11.85,BRIDGE OF ALLAN TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15685,-3.95705,56.14397,-3.92084,12,2018,1,9,Wednesday,1,0
2018-01-17 10:05:00+00:00,2018-01-17 10:14:00+00:00,545,9.08,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,9,2018,1,10,Wednesday,0,0
2018-01-17 10:33:00+00:00,2018-01-17 10:42:00+00:00,525,8.75,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,9,2018,1,10,Wednesday,0,0
2018-01-17 10:37:00+00:00,2018-01-17 10:50:00+00:00,780,13,MURRAY PLACE,CAUSEWAYHEAD ROUNDABOUT,56.11901,-3.93656,56.13829,-3.92392,13,2018,1,10,Wednesday,0,0
2018-01-17 15:16:00+00:00,2018-01-17 15:30:00+00:00,832,13.87,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,14,2018,1,15,Wednesday,0,0
2018-01-17 15:38:00+00:00,2018-01-17 15:46:00+00:00,492,8.2,TRAIN STATION,RAPLOCH COMMUNITY CAMPUS,56.11945,-3.93537,56.1298,-3.94921,8,2018,1,15,Wednesday,0,0
2018-01-17 16:25:00+00:00,2018-01-17 16:50:00+00:00,1515,25.25,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,25,2018,1,16,Wednesday,1,0
2018-01-17 16:26:00+00:00,2018-01-17 16:51:00+00:00,1485,24.75,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",TRAIN STATION,56.14917,-3.92151,56.11945,-3.93537,25,2018,1,16,Wednesday,1,0
2018-01-17 16:41:00+00:00,2018-01-17 16:51:00+00:00,628,10.47,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,10,2018,1,16,Wednesday,1,0
2018-01-17 17:09:00+00:00,2018-01-17 17:24:00+00:00,926,15.43,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,15,2018,1,17,Wednesday,1,0
2018-01-17 17:15:00+00:00,2018-01-17 17:25:00+00:00,573,9.55,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,10,2018,1,17,Wednesday,1,0
2018-01-17 17:16:00+00:00,2018-01-17 17:29:00+00:00,810,13.5,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,13,2018,1,17,Wednesday,1,0
2018-01-17 17:22:00+00:00,2018-01-17 17:23:00+00:00,61,1.02,TRAIN STATION,TRAIN STATION,56.11945,-3.93537,56.11945,-3.93537,1,2018,1,17,Wednesday,1,0
2018-01-17 17:32:00+00:00,2018-01-17 17:41:00+00:00,486,8.1,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,9,2018,1,17,Wednesday,1,0
2018-01-17 17:52:00+00:00,2018-01-17 18:00:00+00:00,477,7.95,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,8,2018,1,17,Wednesday,1,0
2018-01-17 17:57:00+00:00,2018-01-17 18:10:00+00:00,770,12.83,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14917,-3.92151,56.12954,-3.93506,13,2018,1,17,Wednesday,1,0
2018-01-17 17:58:00+00:00,2018-01-17 18:10:00+00:00,706,11.77,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14917,-3.92151,56.12954,-3.93506,12,2018,1,17,Wednesday,1,0
2018-01-17 18:00:00+00:00,2018-01-17 18:12:00+00:00,716,11.93,TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.11945,-3.93537,56.13829,-3.92392,12,2018,1,18,Wednesday,1,0
2018-01-17 18:10:00+00:00,2018-01-17 18:19:00+00:00,561,9.35,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,9,2018,1,18,Wednesday,1,0
2018-01-17 18:27:00+00:00,2018-01-17 18:40:00+00:00,774,12.9,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,13,2018,1,18,Wednesday,1,0
2018-01-17 18:28:00+00:00,2018-01-17 18:46:00+00:00,1048,17.47,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,18,2018,1,18,Wednesday,1,0
2018-01-17 20:06:00+00:00,2018-01-17 20:17:00+00:00,704,11.73,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,11,2018,1,20,Wednesday,0,0
2018-01-17 20:50:00+00:00,2018-01-17 21:05:00+00:00,923,15.38,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,15,2018,1,20,Wednesday,0,0
2018-01-17 21:45:00+00:00,2018-01-17 21:58:00+00:00,755,12.58,MURRAY PLACE,CAUSEWAYHEAD ROUNDABOUT,56.11901,-3.93656,56.13829,-3.92392,13,2018,1,21,Wednesday,0,0
2018-01-17 22:42:00+00:00,2018-01-17 22:52:00+00:00,605,10.08,OLD STIRLING BRIDGE,TRAIN STATION,56.12954,-3.93506,56.11945,-3.93537,10,2018,1,22,Wednesday,0,0
2018-01-17 22:47:00+00:00,2018-01-17 23:05:00+00:00,1072,17.87,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",TRAIN STATION,56.14917,-3.92151,56.11945,-3.93537,18,2018,1,22,Wednesday,0,0
2018-01-17 23:02:00+00:00,2018-01-17 23:11:00+00:00,576,9.6,TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.11945,-3.93537,56.13829,-3.92392,9,2018,1,23,Wednesday,0,0
2018-01-18 02:13:00+00:00,2018-01-18 02:33:00+00:00,1220,20.33,OLD STIRLING BRIDGE,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14917,-3.92151,20,2018,1,2,Thursday,0,0
2018-01-18 07:47:00+00:00,2018-01-18 08:01:00+00:00,840,14,CAUSEWAYHEAD ROUNDABOUT,TRAIN STATION,56.13829,-3.92392,56.11945,-3.93537,14,2018,1,7,Thursday,1,0
2018-01-18 08:26:00+00:00,2018-01-18 08:36:00+00:00,583,9.72,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,10,2018,1,8,Thursday,1,0
2018-01-18 08:26:00+00:00,2018-01-18 08:39:00+00:00,759,12.65,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,13,2018,1,8,Thursday,1,0
2018-01-18 08:29:00+00:00,2018-01-18 08:41:00+00:00,713,11.88,RAPLOCH COMMUNITY CAMPUS,CAUSEWAYHEAD ROUNDABOUT,56.1298,-3.94921,56.13829,-3.92392,12,2018,1,8,Thursday,1,0
2018-01-18 08:35:00+00:00,2018-01-18 08:46:00+00:00,634,10.57,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,11,2018,1,8,Thursday,1,0
2018-01-18 09:10:00+00:00,2018-01-18 09:20:00+00:00,591,9.85,BRIDGE OF ALLAN TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15685,-3.95705,56.14397,-3.92084,10,2018,1,9,Thursday,1,0
2018-01-18 09:12:00+00:00,2018-01-18 09:40:00+00:00,1693,28.22,TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14397,-3.92084,28,2018,1,9,Thursday,1,0
